Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.20.133-209.85.203.95-56102-443-6,192.168.20.133,56102,209.85.203.95,443,6,28/03/2025 08:34:59 AM,65698434,7,5,157.0,84.0,42.0,0.0,22.428571428571427,21.337425202814753,42.0,0.0,16.8,23.004347415216976,3.66827617230572,0.18265275546750473,5972584.909090908,1.7685232187849708E7,5.9023858E7,16.0,6.5698434E7,1.0949739E7,2.3667206088919275E7,5.9023858E7,80.0,6.5011171E7,1.6252792749999998E7,2.8654380657738887E7,5.9025799E7,419.0,1,0,0,0,140,100,0.10654744068937776,0.07610531477812697,0.0,42.0,21.769230769230766,21.18235840722906,448.6923076923077,1,0,0,6,12,0,0,0,0.0,23.583333333333332,22.428571428571427,16.8,0,0,0,0,0,0,0,13,0,7,56940,64240,3,20,0,0,0,0,1.743150940302887E15,3.0677542180538457E7,1.74315096523656E15,1.743150899538666E15,No Label
209.85.203.95-192.168.20.133-443-56098-6,209.85.203.95,443,192.168.20.133,56098,6,28/03/2025 08:36:05 AM,241,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,12448.132780082988,120.5,101.1162697096763,192.0,49.0,241.0,120.5,101.1162697096763,192.0,49.0,0,0,0,0,0,0,0,0,0,60,0,12448.132780082988,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,20,0,0,0,0,0,0,0,0,No Label
209.85.203.95-192.168.20.133-443-56102-6,209.85.203.95,443,192.168.20.133,56102,6,28/03/2025 08:36:05 AM,158,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,18987.3417721519,79.0,77.78174593052023,134.0,24.0,158.0,79.0,77.78174593052023,134.0,24.0,0,0,0,0,0,0,0,0,0,60,0,18987.3417721519,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,20,0,0,0,0,0,0,0,0,No Label
192.168.20.133-72.247.85.144-38384-443-6,192.168.20.133,38384,72.247.85.144,443,6,28/03/2025 08:35:03 AM,63390804,168,180,1676.0,5709.0,42.0,0.0,9.976190476190476,17.9019125131415,42.0,0.0,31.71666666666666,17.34927912143671,116.49954778929764,5.489755264817275,182682.43227665714,2378180.1765169417,3.8736622E7,7.0,2.4654182E7,147629.83233532927,1673628.0451133428,2.1643768E7,7.0,6.3390641E7,354137.6592178771,3309749.4173817714,3.878587E7,7.0,0,0,0,0,3380,3604,2.6502266795669605,2.839528585250315,0.0,42.0,21.160458452722068,20.686425551265927,427.9282020880678,1,2,0,179,347,0,0,0,1.0,21.221264367816094,9.976190476190476,31.716666666666665,0,0,0,0,89,2472,0,4,0,16,29200,64240,40,20,0,0,0,0,1.7381129168801575E15,9.37123722288285E13,1.743150927881907E15,3.8687374E7,No Label
192.168.20.133-72.247.85.144-38384-443-6,192.168.20.133,38384,72.247.85.144,443,6,28/03/2025 08:36:06 AM,98185,2,1,42.0,0.0,42.0,0.0,21.0,29.698484809834994,0.0,0.0,0.0,0.0,427.7639150583083,30.554565361307738,49092.5,69229.28941206893,98045.0,140.0,98185.0,98185.0,0.0,98185.0,98185.0,0,0,0,0,0,1,0,0,0,40,20,20.369710240871825,10.184855120435913,0.0,42.0,21.0,24.24871130596428,588.0,1,0,0,1,3,0,0,0,0.0,28.0,21.0,0.0,0,0,0,0,0,0,0,14,0,0,65535,64240,0,20,0,0,0,0,0,0,0,0,No Label
192.168.20.133-91.228.74.202-39018-443-6,192.168.20.133,39018,91.228.74.202,443,6,28/03/2025 08:36:01 AM,5565489,8,4,115.0,42.0,42.0,0.0,14.374999999999998,20.127717207870344,42.0,0.0,10.5,21.0,28.20956074120351,2.156144770028294,505953.54545454547,1492222.4346677922,4998707.0,15.0,5565489.0,795069.8571428572,1855554.354672697,4998707.0,15.0,526983.0,175661.0,78481.83545891367,256925.0,100294.0,0,0,0,0,180,84,1.4374298466855293,0.7187149233427647,0.0,42.0,12.076923076923078,19.054577483558198,363.0769230769231,1,2,0,4,11,0,0,0,0.0,13.083333333333334,14.375,10.5,0,0,0,0,0,0,0,9,0,3,29200,64240,3,20,0,0,0,0,1.7431509621336892E15,1762171.1894471198,1.743150966806837E15,1.743150961241593E15,No Label
192.168.20.133-2.16.56.159-51030-443-6,192.168.20.133,51030,2.16.56.159,443,6,28/03/2025 08:36:01 AM,5566151,10,4,115.0,42.0,42.0,0.0,11.5,18.757220831811235,42.0,0.0,10.5,21.0,28.20620568863475,2.5152030550374938,428165.46153846156,1446592.5477763608,5239321.0,9.0,5566151.0,618461.2222222222,1733941.703992725,5239321.0,10.0,318053.0,106017.66666666666,105172.11118130763,222419.0,17830.0,0,0,0,0,220,84,1.796573610741067,0.7186294442964268,0.0,42.0,10.466666666666667,18.14570656289434,329.2666666666667,1,2,0,4,13,0,0,0,0.0,11.214285714285714,11.5,10.5,0,0,0,0,0,0,0,8,0,3,29200,64240,3,20,0,0,0,0,1.7431509618791682E15,1638588.6778581045,1.743150966807453E15,1.7431509612414E15,No Label
192.168.20.133-151.101.0.194-44892-443-6,192.168.20.133,44892,151.101.0.194,443,6,28/03/2025 08:36:01 AM,5566798,11,7,115.0,168.0,42.0,0.0,10.454545454545455,18.129333337790644,42.0,0.0,24.0,22.44994432064365,50.837123962464595,3.2334566477892674,327458.70588235295,1317559.7036715152,5440051.0,8.0,5566798.0,556679.8,1715944.7969885797,5440051.0,10.0,86405.0,14400.833333333332,20695.278876271917,44582.0,18.0,0,0,0,0,240,144,1.9760012847601078,1.2574553630291596,0.0,42.0,14.894736842105262,20.179458028296732,407.2105263157894,1,2,0,7,17,0,0,0,0.0,15.722222222222221,10.454545454545455,24.0,0,0,0,0,6,5630,0,6,0,9,29200,64240,3,20,0,0,0,0,1.7431509616578792E15,1413965.8788403918,1.743150966767955E15,1.743150961241113E15,No Label
151.101.0.194-192.168.20.133-443-44892-6,151.101.0.194,443,192.168.20.133,44892,6,28/03/2025 08:36:06 AM,455,3,0,31.0,0.0,31.0,0.0,10.333333333333334,17.8978583448784,0,0,0,0,68131.86813186813,6593.406593406593,227.5,47.37615433949868,261.0,194.0,455.0,227.5,47.37615433949868,261.0,194.0,0,0,0,0,0,0,0,0,0,60,0,6593.406593406593,0.0,0.0,31.0,7.75,15.5,240.25,1,0,0,1,3,0,0,0,0.0,10.333333333333334,10.333333333333334,0.0,0,0,0,0,0,0,1,10,0,0,64240,0,1,20,0,0,0,0,0,0,0,0,No Label
2.16.56.159-192.168.20.133-443-51030-6,2.16.56.159,443,192.168.20.133,51030,6,28/03/2025 08:36:06 AM,56511,4,1,31.0,0.0,31.0,0.0,7.75,15.500000000000002,0.0,0.0,0.0,0.0,548.5657659570703,88.47834934791457,14127.750000000002,28150.23596555927,56353.0,8.0,56511.0,18837.0,32489.868205334413,56353.0,17.0,0,0,0,0,0,0,0,0,0,80,20,70.78267947833166,17.695669869582915,0.0,31.0,5.166666666666667,12.655697004379753,160.16666666666666,1,0,1,2,4,0,0,0,0.0,6.2,7.75,0.0,0,0,0,0,0,0,0,6,0,0,64240,0,1,20,0,0,0,0,1.7431509669163375E15,39741.52242302753,1.743150966944439E15,1.743150966888236E15,No Label
91.228.74.202-192.168.20.133-443-39018-6,91.228.74.202,443,192.168.20.133,39018,6,28/03/2025 08:36:06 AM,116960,3,0,31.0,0.0,31.0,0.0,10.333333333333334,17.8978583448784,0,0,0,0,265.0478796169631,25.649794801641587,58480.0,1757.8674580297572,59723.0,57237.0,116960.0,58480.0,1757.8674580297572,59723.0,57237.0,0,0,0,0,0,0,0,0,0,60,0,25.649794801641587,0.0,0.0,31.0,7.75,15.5,240.25,1,0,0,1,3,0,0,0,0.0,10.333333333333334,10.333333333333334,0.0,0,0,0,0,0,0,1,10,0,0,64240,0,1,20,0,0,0,0,0,0,0,0,No Label
192.168.20.133-52.216.107.94-40470-443-6,192.168.20.133,40470,52.216.107.94,443,6,28/03/2025 08:36:01 AM,6317880,11,7,115.0,168.0,42.0,0.0,10.454545454545455,18.129333337790644,42.0,0.0,24.0,22.44994432064365,44.793506682621384,2.84905696214553,371640.0,1373016.7946646265,5690214.0,13.0,6317880.0,631788.0,1780131.0293846352,5690214.0,13.0,568178.0,94696.33333333334,123234.79755437044,308865.0,282.0,0,0,0,0,240,144,1.7410903657556016,1.1079665963899283,0.0,42.0,14.894736842105262,20.179458028296732,407.2105263157894,1,2,0,7,17,0,0,0,0.0,15.722222222222221,10.454545454545455,24.0,0,0,0,0,6,966,0,6,0,9,29200,64240,3,20,0,0,0,0,1.7431509626454565E15,1528984.7816476377,1.743150968135128E15,1.7431509618176E15,No Label
52.216.107.94-192.168.20.133-443-40470-6,52.216.107.94,443,192.168.20.133,40470,6,28/03/2025 08:36:08 AM,93656,4,1,31.0,0.0,31.0,0.0,7.75,15.500000000000002,0.0,0.0,0.0,0.0,330.99854787733835,53.38686256086102,23414.0,46394.30439899564,93005.0,83.0,93656.0,31218.666666666664,53508.68856861784,93005.0,197.0,0,0,0,0,0,0,0,0,0,80,20,42.70949004868882,10.677372512172205,0.0,31.0,5.166666666666667,12.655697004379753,160.16666666666666,1,0,1,2,4,0,0,0,0.0,6.2,7.75,0.0,0,0,0,0,0,0,0,6,0,0,64240,0,1,20,0,0,0,0,1.7431509681839165E15,65362.82953254089,1.743150968230135E15,1.743150968137698E15,No Label
192.168.20.133-91.198.174.192-44156-443-6,192.168.20.133,44156,91.198.174.192,443,6,28/03/2025 08:35:09 AM,58828717,130,75,1206.0,1769.0,42.0,0.0,9.276923076923078,17.41068699009046,42.0,0.0,23.586666666666666,20.247184210859256,50.57054023462725,3.4846926884364997,288376.0637254902,2250513.395726356,2.318469E7,7.0,5.8828618E7,456035.7984496124,2820558.2348439367,2.3184821E7,7.0,5.8806741E7,794685.6891891892,3699315.523264003,2.3184803E7,7.0,0,0,0,0,2620,1504,2.2098051194963166,1.2748875689401828,0.0,42.0,14.441747572815537,19.678984825451746,387.26244376036004,1,2,0,74,204,0,0,0,0.0,14.512195121951219,9.276923076923078,23.586666666666666,0,0,0,0,31,1466,0,5,0,8,29200,64240,29,20,0,0,0,0,1.7431509135963648E15,8457555.192791129,1.743150968715221E15,1.743150909886859E15,No Label
192.168.20.133-91.198.174.192-44156-443-6,192.168.20.133,44156,91.198.174.192,443,6,28/03/2025 08:36:08 AM,28878,2,1,38.0,0.0,38.0,0.0,19.0,26.870057685088806,0.0,0.0,0.0,0.0,1315.880601149664,103.88531061707874,14439.0,20334.976813362733,28818.0,60.0,28878.0,28878.0,0.0,28878.0,28878.0,0,0,0,0,0,1,0,0,0,40,20,69.25687374471916,34.62843687235958,0.0,38.0,19.0,21.939310229205777,481.3333333333333,1,0,0,1,3,0,0,0,0.0,25.333333333333332,19.0,0.0,0,0,0,0,0,0,0,12,0,0,65535,64240,0,20,0,0,0,0,0,0,0,0,No Label
192.168.20.133-52.216.107.94-40466-443-6,192.168.20.133,40466,52.216.107.94,443,6,28/03/2025 08:36:01 AM,8049632,24,11,126.0,283.0,42.0,0.0,5.249999999999999,14.1889424185357,42.0,0.0,25.727272727272727,20.64989544327481,50.809776148773004,4.348024853806981,236753.8823529412,1061987.7201610357,6203213.0,7.0,8049632.0,349984.0,1284836.9982993244,6203347.0,7.0,7959334.0,795933.4,1937035.7147758417,6282455.0,39.0,0,0,0,0,500,224,2.981502756896216,1.3665220969107654,0.0,42.0,11.361111111111116,18.662648377024208,348.2944444444443,1,2,0,10,34,0,0,0,0.0,11.685714285714285,5.25,25.727272727272727,0,0,0,0,9,290,0,3,0,8,29200,64240,3,20,0,0,0,0,1.7431509627091998E15,1350070.9349785964,1.743150969290916E15,1.743150961241552E15,No Label
52.216.107.94-192.168.20.133-443-40466-6,52.216.107.94,443,192.168.20.133,40466,6,28/03/2025 08:36:09 AM,84947,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,23.54409219866505,84947.0,0.0,84947.0,84947.0,84947.0,84947.0,0.0,84947.0,84947.0,0,0,0,0,0,0,0,0,0,40,0,23.54409219866505,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64239,0,0,20,0,0,0,0,0,0,0,0,No Label
192.168.20.133-209.85.203.136-49892-443-6,192.168.20.133,49892,209.85.203.136,443,6,28/03/2025 08:34:06 AM,113134601,30,30,828.0,420.0,42.0,0.0,27.6,19.885187694743355,42.0,0.0,13.999999999999998,20.137458662386134,11.031107980837799,0.5303417298479711,1917535.610169491,5802445.08972842,2.2328425E7,9.0,1.13134542E8,3901191.1034482764,7857344.092190132,2.233012E7,10.0,1.1313312E8,3901142.0689655175,7858070.346483948,2.2328646E7,9.0,1,0,0,0,600,600,0.26517086492398556,0.26517086492398556,0.0,42.0,21.147540983606554,20.99351968709533,440.7278688524591,0,0,0,30,60,0,0,0,1.0,21.5,27.6,14.0,0,0,0,0,4,754,0,13,0,7,65535,64240,19,20,0,0,0,0,1.7431509054008038E15,4.260496235009549E7,1.743150959867254E15,1.743150846732753E15,No Label
192.168.20.133-13.224.68.131-42364-80-6,192.168.20.133,42364,13.224.68.131,80,6,28/03/2025 08:36:04 AM,5858016,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6828250383747672,1952672.0,3381431.7187817055,5857213.0,10.0,5858016.0,2929008.0,4141107.224408709,5857213.0,803.0,0,0,0,0,0,0,0,0,0,80,24,0.5121187787810754,0.1707062595936918,0.0,0.0,0.0,0.0,0.0,1,2,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,64240,0,20,0,0,0,0,8.715754851089445E14,1.232593863389643E15,1.743150964360686E15,5857203.0,No Label
13.224.68.131-192.168.20.133-80-42364-6,13.224.68.131,80,192.168.20.133,42364,6,28/03/2025 08:36:10 AM,158,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,12658.227848101267,158.0,0.0,158.0,158.0,158.0,158.0,0.0,158.0,158.0,0,0,0,0,0,0,0,0,0,40,0,12658.227848101267,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64239,0,0,20,0,0,0,0,0,0,0,0,No Label
192.168.20.133-104.103.240.95-47934-443-6,192.168.20.133,47934,104.103.240.95,443,6,28/03/2025 08:35:29 AM,41379036,10,9,164.0,157.0,42.0,0.0,16.4,21.203773249117717,42.0,0.0,17.444444444444443,20.958954596491157,7.757551432565998,0.45916971096185033,2298835.3333333335,9551348.092838598,4.056909E7,14.0,799565.0,88840.55555555555,101122.33857945424,299103.0,14629.0,4.1339079E7,5167384.875,1.4304808590001151E7,4.056909E7,14627.0,0,0,0,0,220,184,0.24166826892728965,0.2175014420345607,0.0,42.0,16.050000000000004,20.30938336413932,412.47105263157897,1,2,0,8,18,0,0,0,0.0,16.894736842105264,16.4,17.444444444444443,0,0,0,0,7,534,0,8,0,8,29200,64240,4,20,0,0,0,0,1.640612642114495E15,4.227761904333679E14,1.743150930098149E15,4.0558709E7,No Label
192.168.20.133-104.103.240.95-47934-443-6,192.168.20.133,47934,104.103.240.95,443,6,28/03/2025 08:36:10 AM,56173,2,1,42.0,0.0,42.0,0.0,21.0,29.698484809834994,0.0,0.0,0.0,0.0,747.690171434675,53.4064408167625,28086.5,26331.949424605842,46706.0,9467.0,56173.0,56173.0,0.0,56173.0,56173.0,0,0,0,0,0,1,0,0,0,40,20,35.60429387784167,17.802146938920835,0.0,42.0,21.0,24.24871130596428,588.0,1,0,0,1,3,0,0,0,0.0,28.0,21.0,0.0,0,0,0,0,0,0,0,14,0,0,39420,64240,0,20,0,0,0,0,0,0,0,0,No Label
192.168.20.133-3.216.202.51-45646-443-6,192.168.20.133,45646,3.216.202.51,443,6,28/03/2025 08:36:05 AM,6248898,10,5,115.0,84.0,42.0,0.0,11.5,18.757220831811235,42.0,0.0,16.8,23.004347415216976,31.845615018840125,2.40042324262614,446349.85714285716,1559586.2609730263,5863257.0,16.0,6248898.0,694322.0,1938768.8428222947,5863257.0,115.0,309909.0,77477.25,25044.06200246544,96916.0,40757.0,0,0,0,0,220,104,1.60028216175076,0.80014108087538,0.0,42.0,12.4375,19.221407336612998,369.4625,1,2,0,5,14,0,0,0,0.0,13.266666666666667,11.5,16.8,0,0,0,0,4,744,0,7,0,5,29200,64240,3,20,0,0,0,0,1.7431509657981942E15,1743921.0736893,1.743150971325876E15,1.74315096507776E15,No Label
192.168.20.133-173.194.129.230-52426-443-6,192.168.20.133,52426,173.194.129.230,443,6,28/03/2025 08:36:05 AM,5868265,7,4,115.0,42.0,42.0,0.0,16.42857142857143,20.8155161907101,42.0,0.0,10.5,21.0,26.75407467113363,1.8744893081685983,586826.5,1726217.2854777807,5493221.0,7.0,5868265.0,978044.1666666666,2215524.6443962133,5495048.0,13.0,369877.0,123292.33333333333,145265.9576512451,284556.0,2689.0,0,0,0,0,160,84,1.1928568324709263,0.6816324756976722,0.0,42.0,13.083333333333332,19.537648194439804,381.71969696969694,1,2,0,4,10,0,0,0,0.0,14.272727272727273,16.428571428571427,10.5,0,0,0,0,0,0,0,10,0,3,29200,64240,3,20,0,0,0,0,1.7431509663839318E15,2001080.0803082802,1.743150971324205E15,1.743150965457787E15,No Label
173.194.129.230-192.168.20.133-443-52426-6,173.194.129.230,443,192.168.20.133,52426,6,28/03/2025 08:36:11 AM,36,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,83333.33333333333,18.0,8.48528137423857,24.0,12.0,36.0,18.0,8.48528137423857,24.0,12.0,0,0,0,0,0,0,0,0,0,60,0,83333.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,20,0,0,0,0,0,0,0,0,No Label
3.216.202.51-192.168.20.133-443-45646-6,3.216.202.51,443,192.168.20.133,45646,6,28/03/2025 08:36:11 AM,138638,4,1,31.0,0.0,31.0,0.0,7.75,15.500000000000002,0.0,0.0,0.0,0.0,223.60391811768778,36.06514808349803,34659.5,69264.33449955804,138556.0,11.0,138638.0,46212.66666666667,79971.67816379329,138556.0,11.0,0,0,0,0,0,0,0,0,0,80,20,28.852118466798423,7.213029616699606,0.0,31.0,5.166666666666667,12.655697004379753,160.16666666666666,1,0,1,2,4,0,0,0,0.0,6.2,7.75,0.0,0,0,0,0,0,0,0,6,0,0,64240,0,1,20,0,0,0,0,1.743150971395368E15,97945.60290283582,1.743150971464626E15,1.74315097132611E15,No Label
192.168.20.133-192.168.20.2-40948-53-17,192.168.20.133,40948,192.168.20.2,53,17,28/03/2025 08:29:33 AM,5129,2,2,84.0,108.0,42.0,42.0,42.0,0.0,54.0,54.0,54.0,0.0,37434.1976993566,779.8791187365958,1709.6666666666665,2793.6632462294615,4934.0,12.0,12.0,12.0,0.0,12.0,12.0,183.0,183.0,0.0,183.0,183.0,0,0,0,0,16,16,389.9395593682979,389.9395593682979,42.0,54.0,46.8,6.572670690061994,43.2,0,0,0,0,0,0,0,0,1.0,58.5,42.0,54.0,0,0,0,0,4,37434,0,21,0,27,0,0,1,8,0,0,0,0,1.7431505738082325E15,3350.979036043049,1.743150573810602E15,1.743150573805863E15,No Label
192.168.20.133-31.13.73.18-40712-443-6,192.168.20.133,40712,31.13.73.18,443,6,28/03/2025 08:33:41 AM,114529807,19,17,294.0,462.0,42.0,0.0,15.473684210526319,20.81497436690079,42.0,0.0,27.176470588235293,20.68887168901934,6.600901719846607,0.3143286533260289,3272280.2000000007,9236637.871583896,3.7418453E7,13.0,1.14529807E8,6362767.055555556,1.2239782073628562E7,3.7418724E7,118.0,1.14447805E8,7152987.812500001,1.2822108618789533E7,3.7458435E7,110.0,1,0,0,0,380,340,0.16589567814429304,0.14843297518173587,0.0,42.0,21.56756756756756,21.281891807800335,452.91891891891896,0,0,0,18,36,0,0,0,0.0,22.166666666666668,15.473684210526315,27.176470588235293,0,0,0,0,0,0,0,8,0,12,64240,64240,6,20,0,0,0,0,1.7431508784514508E15,4.137107841432007E7,1.74315093559301E15,1.743150821066314E15,No Label
192.168.20.133-63.245.208.213-58002-80-6,192.168.20.133,58002,63.245.208.213,80,6,28/03/2025 08:36:08 AM,6143795,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6510633899731355,2047931.6666666667,3407356.1730559273,5981292.0,113.0,6143795.0,3071897.5,4114505.1601936896,5981292.0,162503.0,0,0,0,0,0,0,0,0,0,80,24,0.48829754247985163,0.16276584749328388,0.0,0.0,0.0,0.0,0.0,1,2,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,64240,0,20,0,0,0,0,8.71575487065074E14,1.2325938659806992E15,1.743150968148969E15,5981179.0,No Label
63.245.208.213-192.168.20.133-80-58002-6,63.245.208.213,80,192.168.20.133,58002,6,28/03/2025 08:36:14 AM,163394,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,12.240351542896311,163394.0,0.0,163394.0,163394.0,163394.0,163394.0,0.0,163394.0,163394.0,0,0,0,0,0,0,0,0,0,40,0,12.240351542896311,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64239,0,0,20,0,0,0,0,0,0,0,0,No Label
192.168.20.133-74.125.168.7-56158-443-6,192.168.20.133,56158,74.125.168.7,443,6,28/03/2025 08:36:10 AM,5149203,11,8,115.0,210.0,42.0,0.0,10.454545454545455,18.129333337790644,42.0,0.0,26.25,21.737065119284157,63.116563864349494,3.6898914259158166,286066.8333333334,1194380.8710809252,5071545.0,10.0,5149203.0,514920.29999999993,1601141.2930839225,5071545.0,70.0,77352.0,11050.285714285714,22501.888096441195,61002.0,127.0,0,0,0,0,240,164,2.1362529307933675,1.5536384951224491,0.0,42.0,16.25,20.555124857191622,422.5131578947368,1,2,0,8,18,0,0,0,0.0,17.105263157894736,10.454545454545455,26.25,0,0,0,0,7,3859,0,6,0,11,29200,64240,3,20,0,0,0,0,1.7431509704891438E15,1281681.1845379863,1.743150975294436E15,1.743150970145523E15,No Label
74.125.168.7-192.168.20.133-443-56158-6,74.125.168.7,443,192.168.20.133,56158,6,28/03/2025 08:36:15 AM,10545,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,284.49502133712656,5272.5,6974.194182842918,10204.0,341.0,10545.0,5272.5,6974.194182842918,10204.0,341.0,0,0,0,0,0,0,0,0,0,60,0,284.49502133712656,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,20,0,0,0,0,0,0,0,0,No Label
192.168.20.133-74.125.193.17-43716-443-6,192.168.20.133,43716,74.125.193.17,443,6,28/03/2025 08:34:08 AM,117339253,263,226,3020.0,4581.0,42.0,0.0,11.482889733840295,18.739849466572025,42.0,0.0,20.2699115044248,21.021527103659995,64.77798184039914,4.167403383759397,240449.2889344262,2452717.6748398812,5.1866517E7,7.0,1.17339067E8,447859.034351145,3340102.7441737996,5.1876716E7,7.0,1.17339154E8,521507.3511111107,3596265.4285508576,5.1866606E7,7.0,1,0,0,0,5260,4520,2.241364192083275,1.9260391916761221,0.0,42.0,15.597959183673462,20.30049300574863,412.1100162764491,0,0,0,181,489,0,0,0,0.0,15.629856850715747,11.482889733840304,20.26991150442478,0,0,0,0,11,531,0,6,0,9,65535,64240,71,20,0,0,0,0,1.7431508842697678E15,2.5399584433296043E7,1.7431509655599E15,1.743150848235508E15,No Label
192.168.20.133-31.13.73.18-41276-443-6,192.168.20.133,41276,31.13.73.18,443,6,28/03/2025 08:36:23 AM,2371083,16,16,504.0,115.0,42.0,0.0,31.5,18.782971010998235,42.0,0.0,7.1875,15.625699984320702,261.0621391153325,13.495942571390373,76486.54838709679,281371.6242762513,1545020.0,9.0,2251263.0,150084.2,397016.58088821854,1545020.0,121.0,2360102.0,157340.1333333334,395559.4225628644,1545821.0,11.0,0,0,0,0,340,324,6.747971285695186,6.747971285695186,0.0,42.0,18.757575757575758,20.9508805051099,438.93939393939405,1,2,0,15,31,0,0,0,1.0,19.34375,31.5,7.1875,0,0,0,0,7,759,0,15,0,3,29200,64240,12,20,0,0,0,0,1.7431509848432318E15,1028518.3135314871,1.743150985797779E15,1.743150983546777E15,No Label
192.168.20.133-31.13.73.18-41280-443-6,192.168.20.133,41280,31.13.73.18,443,6,28/03/2025 08:36:26 AM,120793,7,6,126.0,84.0,42.0,0.0,18.0,22.44994432064365,42.0,0.0,14.0,21.688706738761535,1738.5113375775086,107.62213042146482,10066.083333333336,28894.206954645404,100884.0,11.0,120523.0,20087.166666666664,39969.45226253003,100884.0,45.0,120334.0,24066.8,44226.76696526664,102467.0,137.0,0,0,0,0,160,124,57.950377919250286,49.67175250221453,0.0,42.0,15.000000000000002,20.884296640151568,436.15384615384613,1,2,0,5,12,0,0,0,0.0,16.153846153846153,18.0,14.0,0,0,0,0,5,1746,0,9,0,6,29200,64240,3,20,0,0,0,0,1.7431509869303755E15,56278.90962242983,1.743150986996944E15,1.743150986876489E15,No Label
192.168.20.133-31.13.73.18-41280-443-6,192.168.20.133,41280,31.13.73.18,443,6,28/03/2025 08:36:27 AM,60764,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,32.91422552827332,60764.0,0.0,60764.0,60764.0,60764.0,60764.0,0.0,60764.0,60764.0,0,0,0,0,0,0,0,0,0,40,0,32.91422552827332,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,37960,0,0,20,0,0,0,0,0,0,0,0,No Label
