src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.200.4,74.125.193.94,43608,443,6,2020-02-04 12:34:21,117.910188,1383.7820358661459,0.9922806670446492,0.4579756924821458,0.5343049745625035,54,63,5699,157463,960,54,105.53703703703704,146.1063429255304,24188,60,2499.4126984126983,3455.477605262935,24188,54,1394.5470085470085,2804.182841788915,7863441.410183356,1080,1260,20,15,1.0164641637931036,58.968075,-8.8e-05,7.626252531295286,117.910188,58.972465,2e-06,2.2247205283018867,11.163098171673157,117.906299,58.969535,1e-06,1.9017145,10.354781719565432,15,47,0,0,0,2,0,62,116,0,0,1.1666666666666667,1394.5470085470085,29200,64240,0,0,0,0,0,0,0,0,1507.0,4.0,51232.0,17.0,1181034.482758620689655172414,636361.7543670789117392546466,105.53703703703704,2499.4126984126983,0,54,63,5699,157463
192.168.200.4,99.86.122.59,50446,443,6,2020-02-04 12:34:26,117.039061,231.2304949199823,0.333222085573636,0.16233896476664317,0.1708831208069928,19,20,1946,25117,339,54,102.42105263157895,80.81252885502717,6554,60,1255.85,1819.3737734451377,6554,54,693.9230769230769,1425.854280766543,2033060.4299802757,380,400,20,7,3.079975105263158,58.530212,-7e-06,13.048933700129375,117.039061,58.530212,6.6e-05,6.502170055555556,18.363696588008164,117.033291,58.531979,1e-06,6.159646894736842,17.933374538221745,7,12,0,0,0,2,0,19,38,0,0,1.0526315789473684,693.9230769230769,29200,64240,0,0,0,0,0,0,0,0,0,0,11960.5,7.0,0,2035136.974646928705121660711,102.42105263157895,1255.85,0,19,20,1946,25117
192.168.200.4,74.125.193.157,34578,443,6,2020-02-04 12:34:26,116.755271,61.46189322792973,0.2655126379690387,0.13703878088724578,0.1284738570817929,16,15,2026,5150,535,54,126.625,121.57604359000995,2880,60,343.3333333333333,721.3806823646506,2880,54,231.48387096774192,520.7291334129632,271158.83038501564,320,300,20,8,3.8918423666666664,58.53091,1.4e-05,14.538010789652684,116.755271,58.53091,8.8e-05,7.783684733333333,19.809658415213658,116.750901,58.532793,2.4e-05,8.339350071428571,20.392279717901108,8,6,0,0,0,2,0,14,30,0,0,0.9375,231.48387096774192,29200,64240,0,0,0,0,0,0,0,0,0,0,1019.0,4.0,0,152316.8908819133034379671151,126.625,343.3333333333333,0,16,15,2026,5150
192.168.200.4,74.125.193.94,43648,443,6,2020-02-04 12:34:27,98.08308,53.88289193202334,0.33644946712521673,0.1733224527614753,0.16312701436374144,17,16,3155,2130,922,54,185.58823529411765,237.94415034860828,662,60,133.125,151.84649938342338,922,54,160.15151515151516,202.56687952259742,41033.3406795225,340,320,20,9,3.0650962499999994,58.475798,1.6e-05,11.975660259128972,98.08308000000001,58.477403,0.000126,6.130192500000001,16.372592380691625,98.036585,58.477243,0.000276,6.535772333333335,16.831536950578236,9,6,0,0,0,2,0,15,32,0,0,0.9411764705882353,160.15151515151516,29200,64240,0,0,0,0,38.343605,20.132193,29.237899,9.105705999999998,0,0,727.0,4.0,0,2311.194191177405612991009550,185.58823529411765,133.125,0,17,16,3155,2130
192.168.200.4,13.224.68.131,42366,80,6,2020-02-04 12:34:30,104.365786,29.204973361672376,0.26828715686575677,0.1437252626066554,0.12456189425910134,15,13,1270,1778,494,54,84.66666666666667,109.51204905803235,1058,60,136.76923076923077,265.9364163005753,1058,54,108.85714285714286,199.83809773444713,39935.26530612245,300,260,20,1,3.8653994814814814,10.243257,1e-05,4.882539950492088,104.364347,10.24457,0.003702,7.454596214285714,4.38694023215378,104.362094,11.095041,0.019673,8.696841166666667,3.6558458162421146,1,1,0,0,0,2,0,2,27,0,0,0.8666666666666667,108.85714285714286,29200,64240,9.055311,1.083762,5.0695365,3.9857744999999998,9.224063,8.990743,9.107403,0.11665999999999954,0,0,0,0,0,0,84.66666666666667,136.76923076923077,0,15,13,1270,1778
192.168.200.4,74.125.193.119,53534,443,6,2020-02-04 12:34:36,100.287398,699.4398239348079,0.7877360623116376,0.3988537024362722,0.3888823598753654,40,39,3252,66893,571,54,81.3,89.14768645343524,4299,60,1715.2051282051282,1343.9102759177383,4299,54,887.9113924050633,1250.1779639378478,1562944.9415157826,800,780,20,7,1.2857320512820511,58.986733,-4.8e-05,8.039336820181537,100.28643600000001,58.988106,1e-06,2.5714470769230764,11.223185863214422,100.283225,58.988065,1e-06,2.6390322368421057,11.362188731014658,7,31,0,0,0,2,0,38,78,0,0,0.975,887.9113924050633,29200,64240,0,0,0,0,0,0,0,0,0,0,64436.0,28.0,0,4057427.114161576726906366098,81.3,1715.2051282051282,0,40,39,3252,66893
192.168.200.4,209.85.202.132,57424,443,6,2020-02-04 12:34:36,100.147975,119.59303221058639,0.3694533014771392,0.1897192629206931,0.1797340385564461,19,18,2321,9656,571,54,122.15789473684211,123.98907556202587,5237,60,536.4444444444445,1208.5083193858002,5237,54,323.7027027027027,872.5142874959627,761281.1818845874,380,360,20,9,2.7818870833333333,58.5078,-2e-05,11.582321708835433,100.146896,58.509194,2e-06,5.563716444444444,15.900700556738215,99.841019,58.508877,1e-06,5.873001117647059,16.309154403294333,9,8,0,0,0,2,0,17,36,0,0,0.9473684210526315,323.7027027027027,29200,64240,0,0,0,0,0,0,0,0,0,0,3251.0,7.0,0,265539.4919545862942089357184,122.15789473684211,536.4444444444445,0,19,18,2321,9656
93.184.220.29,192.168.200.4,80,59330,6,2020-02-04 12:34:38,103.488766,26.138102757936064,0.2512349987823799,0.12561749939118996,0.12561749939118996,13,13,1572,1133,852,60,120.92307692307692,211.04372916839242,485,54,87.15384615384616,114.84829200956706,852,54,104.03846153846153,170.73336854901763,29149.88313609468,260,260,20,13,4.1395506399999995,10.242521,2.1e-05,4.949951484196466,103.488766,11.037602,0.022605,8.624063833333333,3.7579124247847333,93.44026699999999,10.243894,0.026141,7.786688916666666,4.210605878053903,1,1,0,0,0,0,0,2,26,0,0,1.0,104.03846153846153,64240,51136,0,0,0,0,10.046743,9.21352,9.630131500000001,0.41661149999999925,0,0,0,0,0,0,120.92307692307692,87.15384615384616,0,13,13,1572,1133
192.168.200.4,74.125.193.102,40472,443,6,2020-02-04 12:34:39,104.189978,1533.391244213527,2.6490071818615797,1.1709379571996839,1.478069224661896,122,154,37921,121843,5190,54,310.827868852459,589.8974305483872,13339,60,791.1883116883117,1575.953303619133,13339,54,578.8550724637681,1263.5350287392437,1596520.7688510816,2440,3080,20,77,0.3788717672727273,58.300938,-4.8e-05,3.624347407221458,104.188588,58.302299,2e-06,0.8610627107438017,5.425984291848748,104.187758,58.303221,0.0,0.6809657385620915,4.838654537396684,77,71,0,0,0,0,0,148,276,0,0,1.2622950819672132,578.8550724637681,65535,64240,0,0,0,0,0,0,0,0,0,0,5965.833333333333,5.666666666666667,0,126569.0746437537569392878611,310.827868852459,791.1883116883117,0,122,154,37921,121843
192.168.200.4,31.13.73.22,33882,443,6,2020-02-04 12:34:47,94.122166,9945.988705784777,7.6708816922041505,3.2723428825469227,4.398538809657228,308,414,30400,905738,571,54,98.7012987012987,86.70124325941904,49454,60,2187.772946859903,3082.7623006896188,49454,54,1296.5900277008311,2553.4439767051913,6520076.142172022,6160,8280,20,70,0.13054105963938972,58.302897,-0.000117,2.2037992848383876,94.122166,58.302897,1e-06,0.3065868599348534,3.3693098365170058,94.118925,58.304386,0.0,0.22789085956416466,2.9082029615124663,70,342,0,0,0,2,0,412,721,0,0,1.344155844155844,1296.5900277008311,29200,64240,0,0,0,0,0,0,0,0,0,0,30192.60714285714,11.642857142857142,0,953883.9442874809311898034897,98.7012987012987,2187.772946859903,0,308,414,30400,905738
192.168.200.4,93.184.220.29,59344,80,6,2020-02-04 12:34:52,90.620944,27.92952587207655,0.2538044626858003,0.13241971966215668,0.12138474302364363,12,11,1079,1452,485,54,89.91666666666667,119.12210705359809,852,60,132.0,227.68399153212331,852,54,110.04347826086956,180.66121988548176,32638.47637051039,240,220,20,1,4.119133818181818,10.242242,1.3e-05,4.882202711001354,90.619443,10.243821,0.023988,8.238131181818183,3.7102961785158644,90.61899199999999,11.169837,0.02214,9.0618992,3.1237957490754673,1,1,0,0,0,0,0,2,23,0,0,0.9166666666666666,110.04347826086956,43146,64240,0,0,0,0,10.233563,9.214153,9.723858,0.5097050000000003,0,0,0,0,0,0,89.91666666666667,132.0,0,12,11,1079,1452
192.168.200.4,192.168.200.2,44341,53,17,2020-02-04 12:32:24,0.003208,284289.27680798003,1246.8827930174564,623.4413965087282,623.4413965087282,2,2,186,726,93,93,93.0,0.0,369,357,363.0,6.0,369,93,228.0,135.06665021388514,18243.0,16,16,8,2,0.0010693333333333334,0.003137,1e-06,0.0014623324595392877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,363.0,0,2,2,186,726
192.168.200.4,192.168.200.2,47217,53,17,2020-02-04 12:32:24,0.003303,276112.62488646683,1211.0202845897668,605.5101422948834,605.5101422948834,2,2,186,726,93,93,93.0,0.0,369,357,363.0,6.0,369,93,228.0,135.06665021388514,18243.0,16,16,8,2,0.001101,0.003238,1e-06,0.0015113060576865296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,363.0,0,2,2,186,726
192.168.200.4,192.168.200.2,55841,53,17,2020-02-04 12:32:24,0.003196,285356.6958698373,1251.5644555694619,625.7822277847309,625.7822277847309,2,2,186,726,93,93,93.0,0.0,369,357,363.0,6.0,369,93,228.0,135.06665021388514,18243.0,16,16,8,2,0.0010653333333333333,0.002961,8.5e-05,0.0013407013918924013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,363.0,0,2,2,186,726
192.168.200.4,192.168.200.2,53446,53,17,2020-02-04 12:32:24,0.002932,311050.47748976806,1364.256480218281,682.1282401091405,682.1282401091405,2,2,186,726,93,93,93.0,0.0,369,357,363.0,6.0,369,93,228.0,135.06665021388514,18243.0,16,16,8,2,0.0009773333333333333,0.002739,6.1e-05,0.001246023630951231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,363.0,0,2,2,186,726
192.168.200.4,192.168.200.2,43988,53,17,2020-02-04 12:32:24,0.003398,268393.1724543849,1177.1630370806356,588.5815185403178,588.5815185403178,2,2,186,726,93,93,93.0,0.0,369,357,363.0,6.0,369,93,228.0,135.06665021388514,18243.0,16,16,8,2,0.0011326666666666666,0.003246,6.2e-05,0.0014943960504349427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,363.0,0,2,2,186,726
192.168.200.4,192.168.200.2,38486,53,17,2020-02-04 12:32:25,0.003595,253685.6745479833,1112.6564673157163,556.3282336578582,556.3282336578582,2,2,186,726,93,93,93.0,0.0,369,357,363.0,6.0,369,93,228.0,135.06665021388514,18243.0,16,16,8,2,0.0011983333333333332,0.003532,2e-06,0.0016503273076036227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,363.0,0,2,2,186,726
192.168.200.4,192.168.200.2,54051,53,17,2020-02-04 12:32:25,0.003805,239684.62549277267,1051.2483574244416,525.6241787122208,525.6241787122208,2,2,186,726,93,93,93.0,0.0,369,357,363.0,6.0,369,93,228.0,135.06665021388514,18243.0,16,16,8,2,0.0012683333333333333,0.0036,5.9e-05,0.0016491198325841035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,363.0,0,2,2,186,726
192.168.200.4,192.168.200.2,59296,53,17,2020-02-04 12:32:25,0.002976,329301.0752688172,1344.0860215053765,672.0430107526882,672.0430107526882,2,2,184,796,92,92,92.0,0.0,404,392,398.0,6.0,404,92,245.0,153.05881222588917,23427.0,16,16,8,2,0.000992,0.00251,6.4e-05,0.0010822211727122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,245.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,398.0,0,2,2,184,796
192.168.200.4,192.168.200.2,34089,53,17,2020-02-04 12:32:25,0.004792,101001.6694490818,417.3622704507512,208.6811352253756,208.6811352253756,1,1,92,392,92,92,92.0,0.0,392,392,392.0,0.0,392,92,242.0,150.0,22500.0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,242.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,392.0,0,1,1,92,392
192.168.200.4,74.120.188.204,45768,443,6,2020-02-04 12:34:19,125.899997,19084.186316541374,6.020651454026643,2.319301087830844,3.701350366195799,292,466,26973,2375726,993,54,92.37328767123287,110.26618341204936,64293,60,5098.124463519313,11445.093324926122,64293,54,3169.787598944591,9298.84652369554,86468546.67124464,5840,9320,20,55,0.16630655350066048,58.970208,-0.000524,3.0191926936774527,125.899997,58.970208,1e-06,0.4326460378006872,4.857745312975672,67.265877,58.972482,0.0,0.1446578,2.734384223737384,55,404,0,0,0,2,0,459,757,0,0,1.595890410958904,3169.787598944591,29200,64240,0,0,0,0,0,0,0,0,778.0,4.0,145152.13333333333,27.8,1094233.473980309423347398031,1665013.849102140760714127308,92.37328767123287,5098.124463519313,0,292,466,26973,2375726
192.168.200.4,151.101.192.194,41872,443,6,2020-02-04 12:34:26,117.77377,132.21959354786725,0.3481250536515898,0.16981709934223893,0.1783079543093509,20,21,2400,13172,343,54,120.0,82.39296086438453,3954,60,627.2380952380952,1079.529125955779,3954,54,379.8048780487805,815.1683417197078,664499.4253420583,400,420,20,10,2.9443442500000003,58.629226,1.4e-05,12.703981769982628,117.77377,58.629226,0.000107,6.198619473684211,17.877329635339397,117.768823,58.630639,2.8e-05,5.88844115,17.477665803708838,10,10,0,0,0,2,0,20,40,0,0,1.05,379.8048780487805,29200,64240,0,0,0,0,0,0,0,0,0,0,2607.0,5.0,0,500864.5533141210374639769452,120.0,627.2380952380952,0,20,21,2400,13172
192.168.200.4,192.168.200.2,53381,53,17,2020-02-04 12:32:25,0.007987,114185.55152122199,500.81382246149997,250.40691123074998,250.40691123074998,2,2,186,726,93,93,93.0,0.0,369,357,363.0,6.0,369,93,228.0,135.06665021388514,18243.0,16,16,8,2,0.002662333333333333,0.007708,4.4e-05,0.003568677096939736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,363.0,0,2,2,186,726
192.168.200.4,192.168.200.2,50796,53,17,2020-02-04 12:32:26,0.004542,200792.60237780714,880.6693086745927,440.33465433729634,440.33465433729634,2,2,186,726,93,93,93.0,0.0,369,357,363.0,6.0,369,93,228.0,135.06665021388514,18243.0,16,16,8,2,0.001514,0.002872,5e-05,0.0011545123068493757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,363.0,0,2,2,186,726
192.168.200.4,192.168.200.2,52148,53,17,2020-02-04 12:32:26,0.011616,78512.39669421488,344.3526170798898,172.1763085399449,172.1763085399449,2,2,186,726,93,93,93.0,0.0,369,357,363.0,6.0,369,93,228.0,135.06665021388514,18243.0,16,16,8,2,0.003871999999999999,0.011569,1e-06,0.005442631900101274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,363.0,0,2,2,186,726
192.168.200.4,192.168.200.2,53628,53,17,2020-02-04 12:32:26,0.009101,100208.76826722338,439.5121415229096,219.7560707614548,219.7560707614548,2,2,186,726,93,93,93.0,0.0,369,357,363.0,6.0,369,93,228.0,135.06665021388514,18243.0,16,16,8,2,0.0030336666666666667,0.008971,6e-05,0.004198330647081316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,363.0,0,2,2,186,726
192.168.200.4,192.168.200.2,39623,53,17,2020-02-04 12:32:26,0.003157,288881.8498574596,1267.0256572695596,633.5128286347798,633.5128286347798,2,2,186,726,93,93,93.0,0.0,369,357,363.0,6.0,369,93,228.0,135.06665021388514,18243.0,16,16,8,2,0.0010523333333333333,0.002996,6.9e-05,0.0013744119550637727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,363.0,0,2,2,186,726
192.168.200.4,192.168.200.2,33330,53,17,2020-02-04 12:32:27,0.007126,127982.03760875665,561.3247263541958,280.6623631770979,280.6623631770979,2,2,186,726,93,93,93.0,0.0,369,357,363.0,6.0,369,93,228.0,135.06665021388514,18243.0,16,16,8,2,0.002375333333333333,0.00375,0.000133,0.0015990218537871486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,363.0,0,2,2,186,726
192.168.200.4,192.168.200.2,53641,53,17,2020-02-04 12:32:27,0.004042,225630.87580405743,989.6091044037606,494.8045522018803,494.8045522018803,2,2,186,726,93,93,93.0,0.0,369,357,363.0,6.0,369,93,228.0,135.06665021388514,18243.0,16,16,8,2,0.0013473333333333334,0.003487,0.000115,0.0015187794075799449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,363.0,0,2,2,186,726
192.168.200.4,192.168.200.2,46978,53,17,2020-02-04 12:32:27,0.003199,285089.0903407315,1250.3907471084715,625.1953735542357,625.1953735542357,2,2,186,726,93,93,93.0,0.0,369,357,363.0,6.0,369,93,228.0,135.06665021388514,18243.0,16,16,8,2,0.0010663333333333334,0.002836,6.2e-05,0.0012551415148190353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,363.0,0,2,2,186,726
192.168.200.4,151.101.128.194,59342,443,6,2020-02-04 12:34:19,128.302101,6208.698016566385,4.349110385963204,1.675732496383672,2.6733778895795326,215,343,26751,769838,1632,54,124.42325581395349,169.1360603213507,13829,60,2244.4256559766764,2099.9596218901866,13829,54,1427.578853046595,1945.8168217993314,3786203.1039972506,4300,6860,20,56,0.23034403949730697,58.883562,-0.00018,3.515351772008352,128.302101,58.883562,4e-06,0.5995425280373832,5.651859074756138,69.667068,58.925524,1e-06,0.20370487719298247,3.18367844241953,56,285,0,0,0,2,0,341,557,0,0,1.5953488372093023,1427.578853046595,29200,64240,0,0,0,0,0,0,0,0,1013.0,4.0,46125.5625,18.875,684459.4594594594594594594595,428090.6404169482382080738766,124.42325581395349,2244.4256559766764,0,215,343,26751,769838
192.168.200.4,74.125.193.157,34616,443,6,2020-02-04 12:34:28,118.196943,203.77007550863647,0.29611594946241543,0.1522882025806708,0.14382774688174466,18,17,1868,22217,267,54,103.77777777777777,71.14192040918049,9810,60,1306.8823529411766,2572.3618783557636,9810,54,688.1428571428571,1891.6041437718131,3578166.2367346943,360,340,20,8,3.4763806764705882,58.828528,7e-06,13.813399522476441,118.19694299999999,58.830399,8.3e-05,6.9527613529411765,18.906679257931646,118.19339599999999,58.83065,6.8e-05,7.38708725,19.406519003695763,8,8,0,0,0,2,0,16,34,0,0,0.9444444444444444,688.1428571428571,29200,64240,0,0,0,0,0,0,0,0,0,0,17978.0,6.0,0,657787.8599392631078262778530,103.77777777777777,1306.8823529411766,0,18,17,1868,22217
192.168.200.4,13.224.64.38,40648,443,6,2020-02-04 12:34:28,118.195638,309.368438791286,0.41456690643693633,0.2115137277739471,0.20305317866298925,25,24,2994,33572,813,54,119.76,154.97568325385762,7343,60,1398.8333333333333,2103.360578270455,7343,54,746.2448979591836,1608.7291032924381,2588009.327780092,500,480,20,9,2.4624073333333336,58.630557,-3.9e-05,11.631914236723164,118.195638,58.630557,1e-06,4.92481825,16.077379213519226,118.191633,58.632419,1e-06,5.138766652173913,16.3900876772774,9,14,0,0,0,2,0,23,48,0,0,0.96,746.2448979591836,29200,64240,0,0,0,0,0,0,0,0,0,0,15951.5,7.0,0,429190.2654271992251086327741,119.76,1398.8333333333333,0,25,24,2994,33572
192.168.200.4,99.86.122.126,45530,443,6,2020-02-04 12:34:28,118.193673,70.32525336614253,0.2792027624016727,0.14383172608571018,0.13537103631596253,17,16,1768,6544,272,54,104.0,73.25459230736082,2654,60,409.0,718.3010336899147,2654,54,251.87878787878788,525.5092628180988,276159.9853076217,340,320,20,7,3.69355228125,58.829706,1e-06,14.210534336086369,118.193673,58.831257,0.000117,7.387104562499999,19.40632180565149,118.18793199999999,58.831754,1e-06,7.879195466666666,19.94635178621909,7,8,0,0,0,2,0,15,32,0,0,0.9411764705882353,251.87878787878788,29200,64240,0,0,0,0,0,0,0,0,0,0,1431.0,5.0,0,147267.6752083976535967891324,104.0,409.0,0,17,16,1768,6544
192.168.200.4,74.125.193.155,48708,443,6,2020-02-04 12:34:35,112.018586,69.45276027676336,0.2945939703256029,0.15176053016773486,0.14283344015786809,17,16,2721,5059,684,54,160.05882352941177,177.20923843539086,2881,60,316.1875,690.3415113867555,2881,54,235.75757575757575,503.31970864379485,253330.7291092745,340,320,20,9,3.5005808125,58.230202,1.6e-05,13.386402424354275,112.017391,58.231797,0.000315,7.001086937499999,18.272829924060748,112.014742,58.233283,0.001526,7.467649466666667,18.780252267821865,9,6,0,0,0,2,0,15,32,0,0,0.9411764705882353,235.75757575757575,29200,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.05882352941177,316.1875,0,17,16,2721,5059
192.168.200.4,192.168.200.2,44212,53,17,2020-02-04 12:32:27,0.00437,208695.65217391305,915.3318077803204,457.6659038901602,457.6659038901602,2,2,186,726,93,93,93.0,0.0,369,357,363.0,6.0,369,93,228.0,135.06665021388514,18243.0,16,16,8,2,0.0014566666666666669,0.004205,5.3e-05,0.0019435143997980112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,363.0,0,2,2,186,726
192.168.200.4,192.168.200.2,37505,53,17,2020-02-04 12:32:28,0.003651,249794.5768282662,1095.5902492467817,547.7951246233908,547.7951246233908,2,2,186,726,93,93,93.0,0.0,369,357,363.0,6.0,369,93,228.0,135.06665021388514,18243.0,16,16,8,2,0.001217,0.003373,0.000113,0.00152467001894399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,363.0,0,2,2,186,726
192.168.200.4,192.168.200.2,49907,53,17,2020-02-04 12:32:28,2.003246,455.26111121649564,1.9967592597214723,0.9983796298607361,0.9983796298607361,2,2,186,726,93,93,93.0,0.0,369,357,363.0,6.0,369,93,228.0,135.06665021388514,18243.0,16,16,8,2,0.6677486666666667,2.000432,5.2e-05,0.9423500716235388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,363.0,0,2,2,186,726
192.168.200.4,192.168.200.2,50177,53,17,2020-02-04 12:32:30,0.003314,275196.1375980688,1207.0006035003016,603.5003017501508,603.5003017501508,2,2,186,726,93,93,93.0,0.0,369,357,363.0,6.0,369,93,228.0,135.06665021388514,18243.0,16,16,8,2,0.0011046666666666666,0.003247,2e-06,0.0015150767490644016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,363.0,0,2,2,186,726
192.168.200.4,192.168.200.2,45720,53,17,2020-02-04 12:32:30,0.003683,247624.2193863698,1086.0711376595166,543.0355688297583,543.0355688297583,2,2,186,726,93,93,93.0,0.0,369,357,363.0,6.0,369,93,228.0,135.06665021388514,18243.0,16,16,8,2,0.0012276666666666666,0.003409,6.5e-05,0.0015435554915698873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,363.0,0,2,2,186,726
192.168.200.4,192.168.200.2,36956,53,17,2020-02-04 12:32:30,0.00329,277203.64741641335,1215.80547112462,607.90273556231,607.90273556231,2,2,186,726,93,93,93.0,0.0,369,357,363.0,6.0,369,93,228.0,135.06665021388514,18243.0,16,16,8,2,0.0010966666666666666,0.003011,5.8e-05,0.001355272748276974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,363.0,0,2,2,186,726
192.168.200.4,192.168.200.2,46433,53,17,2020-02-04 12:32:32,0.003562,256035.93486805164,1122.9646266142615,561.4823133071308,561.4823133071308,2,2,186,726,93,93,93.0,0.0,369,357,363.0,6.0,369,93,228.0,135.06665021388514,18243.0,16,16,8,2,0.0011873333333333334,0.003388,5.6e-05,0.0015563121652019416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,363.0,0,2,2,186,726
